Owner,Repository Name,Repository Link,Stars,Forks,Issues,Pull Requests,Description,File Name,Dependency Name,Spec Name,Testing Framework,Created At
dbcli,mycli,https://github.com/dbcli/mycli,11267,646,656,500,A Terminal Client for MySQL with AutoCompletion and Syntax Highlighting.,PupyCmd.py,pydocs,Console_CloseReader|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,4/5/2015
psf,black,https://github.com/psf/black,37444,2308,2572,1734,The uncompromising Python code formatter,_sitebuiltins.py,pydocs,Console_CloseReader|Console_CloseWriter,pytest,3/14/2018
tiangolo,fastapi,https://github.com/tiangolo/fastapi,71205,5911,3398,3232,FastAPI framework  high performance  easy to learn  fast to code  ready for production,get_data_from_helicone.py,requests,DataMustOpenInBinary,pytest,12/8/2018
Textualize,textual,https://github.com/Textualize/textual,23570,714,1677,1861,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.,processes.py,pydocs,Console_CloseReader|Arrays_Comparable|Console_CloseErrorWriter,pytest,4/8/2021
saltstack,salt,https://github.com/saltstack/salt,13868,5282,26322,40096,Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt software package repository here: ,tensor_tracer_report.py,pydocs|requests,Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter|DataMustOpenInBinary,pytest,2/20/2011
mitmproxy,mitmproxy,https://github.com/mitmproxy/mitmproxy,34448,3795,3263,2795,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,zip-symbols.py,pydocs,ArgParse_Parent|Console_CloseErrorWriter,pytest,2/16/2010
ClickHouse,ClickHouse,https://github.com/ClickHouse/ClickHouse,34301,6321,19576,43249,ClickHouse® is a free analytics DBMS for big data,projectcmake.py,pydocs,ArgParse_Parent|Arrays_Comparable,pytest,6/2/2016
pallets,flask,https://github.com/pallets/flask,66451,15669,2621,2542,The Python micro framework for building web applications.,base.py,pydocs,Arrays_Comparable,pytest,4/6/2010
nltk,nltk,https://github.com/nltk/nltk,13053,2728,1763,1456,NLTK Source,matching.py,pydocs|nltk,Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|CreateWidgetOnSameFrameCanvas|Console_CloseWriter,pytest,9/7/2009
streamlit,streamlit,https://github.com/streamlit/streamlit,31867,2762,4100,4404,Streamlit — A faster way to build and share data apps.,import_slr57.py,pydocs,Console_CloseWriter|Console_CloseErrorWriter,pytest,8/24/2019
sympy,sympy,https://github.com/sympy/sympy,12418,4239,13055,13132,A computer algebra system written in pure Python,get_all_url_channels.py,pydocs|requests,ArgParse_Parent|Arrays_Comparable|Console_CloseErrorWriter|Console_CloseWriter|DataMustOpenInBinary,pytest,4/30/2010
explosion,spaCy,https://github.com/explosion/spaCy,28787,4220,5585,3998,💫 Industrial-strength Natural Language Processing (NLP) in Python,cli.py,pydocs,Arrays_Comparable|Console_CloseErrorWriter,pytest,7/3/2014
ggerganov,llama.cpp,https://github.com/ggerganov/llama.cpp,57518,6607,2872,3103,LLM inference in C/C++,update-version.py,pydocs,ArgParse_Parent,pytest,3/10/2023
ungoogled-software,ungoogled-chromium,https://github.com/ungoogled-software/ungoogled-chromium,18986,763,2017,536,Google Chromium  sans integration with Google,setup.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,6/12/2015
microsoft,unilm,https://github.com/microsoft/unilm,18381,2331,1286,253,Large-scale Self-supervised Pre-training Across Tasks  Languages  and Modalities,split-and-sample,pydocs,ArgParse_Parent|Console_CloseErrorWriter|Console_CloseWriter,pytest,7/23/2019
microsoft,CNTK,https://github.com/microsoft/CNTK,17467,4238,3298,557,Microsoft Cognitive Toolkit (CNTK)  an open source deep-learning toolkit,common.py,pydocs,ArgParse_Parent|Console_CloseReader|Console_CloseWriter,pytest,11/26/2015
servo,servo,https://github.com/servo/servo,26091,2864,12312,19813,Servo  the embeddable  independent  memory-safe  modular  parallel web rendering engine,workflows.py,pydocs|requests,Arrays_Comparable|DataMustOpenInBinary,pytest,2/8/2012
spotify,luigi,https://github.com/spotify/luigi,17345,2309,981,2297,Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution  workflow management  visualization etc. It also comes with Hadoop support built in. ,logger.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,9/20/2012
zylon-ai,private-gpt,https://github.com/zylon-ai/private-gpt,51963,6708,1079,394,Interact with your documents using the power of GPT  100% privately  no data leaks,hhvm-leak-isolator,pydocs,ArgParse_Parent,pytest,5/2/2023
psf,requests,https://github.com/psf/requests,51385,8939,3899,2498,A simple  yet elegant  HTTP library.,Identify_Old_Issue_And_PR.py,requests,DataMustOpenInBinary,pytest,2/13/2011
scrapy,scrapy,https://github.com/scrapy/scrapy,50974,10174,2955,3312,Scrapy  a fast high-level web crawling & scraping framework for Python.,log_util.py,pydocs,Console_CloseWriter,pytest,2/22/2010
gpt-engineer-org,gpt-engineer,https://github.com/gpt-engineer-org/gpt-engineer,50611,6379,453,554,Specify what you want it to build  the AI asks for clarification  and then builds it.,helpers.py,pydocs,Console_CloseErrorWriter,pytest,4/29/2023
getredash,redash,https://github.com/getredash/redash,24998,4083,2451,4123,Make Your Company Data Driven. Connect to any data source  easily visualize  dashboard and share your data.,elo_analysis.py,pydocs|requests,Arrays_Comparable|DataMustOpenInBinary,pytest,10/28/2013
deezer,spleeter,https://github.com/deezer/spleeter,24951,2719,765,120,Deezer source separation library including pretrained models.,makedist.py,pydocs,Console_CloseErrorWriter|Console_CloseReader,pytest,9/26/2019
JetBrains,intellij-community,https://github.com/JetBrains/intellij-community,16599,5037,0,2666,IntelliJ IDEA Community Edition & IntelliJ Platform,pydev_stdin.py,pydocs,Console_CloseReader|Arrays_Comparable|Console_CloseErrorWriter,pytest,9/30/2011
beetbox,beets,https://github.com/beetbox/beets,12411,1764,2732,1954,music library manager and MusicBrainz tagger,compare.py,pydocs|requests,Console_CloseReader|Console_CloseErrorWriter|Console_CloseWriter|DataMustOpenInBinary,pytest,8/9/2010
OpenInterpreter,open-interpreter,https://github.com/OpenInterpreter/open-interpreter,48733,4229,838,413,A natural language interface for computers,wsgi_xmlrpc.py,requests,DataMustOpenInBinary,pytest,7/14/2023
celery,celery,https://github.com/celery/celery,23567,4439,5019,3335,Distributed Task Queue (development branch),_extraction.py,pydocs,Console_CloseErrorWriter|Console_CloseReader,pytest,4/24/2009
geekan,MetaGPT,https://github.com/geekan/MetaGPT,39493,4640,495,744,🌟 The Multi-Agent Framework: First AI Software Company  Towards Natural Language Programming,controller.py,requests,DataMustOpenInBinary,pytest,6/30/2023
matplotlib,matplotlib,https://github.com/matplotlib/matplotlib,19325,7247,10208,17939,matplotlib: plotting with Python,lattice.py,pydocs,Arrays_Comparable|Console_CloseReader,pytest,2/19/2011
hpcaitech,ColossalAI,https://github.com/hpcaitech/ColossalAI,37938,4224,1573,3872,Making large AI models cheaper  faster and more accessible,debug.py,pydocs,ArgParse_Parent,pytest,10/28/2021
python,mypy,https://github.com/python/mypy,17581,2674,10188,6928,Optional static typing for Python,argparse.pyi,pydocs|requests,ArgParse_Parent|DataMustOpenInBinary,pytest,12/7/2012
pytest-dev,pytest,https://github.com/pytest-dev/pytest,11404,2486,5696,5709,The pytest framework makes it easy to write small tests  yet scales to support complex functional testing,util.py,pydocs,Console_CloseErrorWriter|faulthandler_disableBeforeClose|faulthandler_tracetrackDumpBeforeClose,pytest,6/15/2015
kivy,kivy,https://github.com/kivy/kivy,16975,2991,5013,3653,Open source UI framework written in Python  running on Windows  Linux  macOS  Android and iOS,stackhandler.py,pydocs|requests,Console_CloseErrorWriter|DataMustOpenInBinary,pytest,11/3/2010
speechbrain,speechbrain,https://github.com/speechbrain/speechbrain,7911,1265,1026,1194,A PyTorch-based Speech Toolkit,gcc_solink_wrapper.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter|Console_CloseErrorWriter|Console_CloseWriter,pytest,4/28/2020
mozilla,gecko-dev,https://github.com/mozilla/gecko-dev,3126,1593,0,218,Read-only Git mirror of the Mercurial gecko repositories at https://hg.mozilla.org. How to contribute: https://firefox-source-docs.mozilla.org/contributing/contribution_quickref.html,run.py,pydocs|requests,Console_CloseReader|Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter|Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter|DataMustOpenInBinary,pytest,10/11/2013
PaddlePaddle,PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,10177,1768,1852,1696,Easy-to-use Speech Toolkit including Self-Supervised Learning model  SOTA/Streaming ASR with punctuation  Streaming TTS with text frontend  Speaker Verification System  End-to-End Speech Translation and Keyword Spotting. Won NAACL2022 Best Demo Award.,generate-command-code.py,pydocs,ArgParse_Parent|Console_CloseReader|Console_CloseErrorWriter,pytest,11/14/2017
WebKit,WebKit,https://github.com/WebKit/WebKit,7462,1184,0,28129,Home of the WebKit project  the browser engine used by Safari  Mail  App Store and many other applications on macOS  iOS and Linux.,ffmpeg_audiowriter.py,pydocs|requests,Console_CloseReader|Console_CloseErrorWriter|Console_CloseWriter|DataMustOpenInBinary,pytest,12/11/2020
python-poetry,poetry,https://github.com/python-poetry/poetry,29582,2182,5676,2838,Python packaging and dependency management made easy,serve_utils.py,requests,DataMustOpenInBinary,pytest,2/28/2018
krishnaik06,The-Grand-Complete-Data-Science-Materials,https://github.com/krishnaik06/The-Grand-Complete-Data-Science-Materials,5877,3057,12,141,,distributed_gpt3.py,pydocs|nltk,Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter|CreateWidgetOnSameFrameCanvas,pytest,9/19/2023
SeleniumHQ,selenium,https://github.com/SeleniumHQ/selenium,29348,7811,10063,3695,A browser automation framework and ecosystem.,smtp_client.py,pydocs,Console_CloseReader,pytest,1/14/2013
horovod,horovod,https://github.com/horovod/horovod,13957,2161,2227,1588,Distributed training framework for TensorFlow  Keras  PyTorch  and Apache MXNet.,gloo_run.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,8/9/2017
tqdm,tqdm,https://github.com/tqdm/tqdm,27495,1298,977,548,:zap: A Fast  Extensible Progress Bar for Python and CLI,triton_client_requests.py,requests,DataMustOpenInBinary,pytest,6/3/2015
pyston,pyston,https://github.com/pyston/pyston,2488,87,92,214,A faster and highly-compatible implementation of the Python programming language.,run.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter|Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|faulthandler_disableBeforeClose|faulthandler_tracetrackDumpBeforeClose,pytest,3/1/2021
Lightning-AI,pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,26980,3199,6903,10095,Pretrain  finetune and deploy AI models on multiple GPUs  TPUs with zero code changes.,builder.py,requests,DataMustOpenInBinary,pytest,3/31/2019
langgenius,dify,https://github.com/langgenius/dify,26559,3444,1756,2138,Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow  RAG pipeline  agent capabilities  model management  observability features and more  letting you quickly go from prototype to production.,requests.py,requests,DataMustOpenInBinary,pytest,4/12/2023
ceph,ceph,https://github.com/ceph/ceph,13268,5511,0,57264,Ceph is a distributed object  block  and file storage platform ,format.py,pydocs,Console_CloseReader|Console_CloseWriter,pytest,9/1/2011
numpy,numpy,https://github.com/numpy/numpy,26429,9186,12371,13962,The fundamental package for scientific computing with Python.,callstats.py,pydocs,ArgParse_Parent,pytest,9/13/2010
fortra,impacket,https://github.com/fortra/impacket,12724,3254,919,810,Impacket is a collection of Python classes for working with network protocols.,run_node_action.py,pydocs,ArgParse_Parent|Console_CloseReader,pytest,4/15/2015
microsoft,autogen,https://github.com/microsoft/autogen,25434,3619,1178,1211,A programming framework for agentic AI. Discord: https://aka.ms/autogen-dc. Roadmap: https://aka.ms/autogen-roadmap,llava_agent.py,requests,DataMustOpenInBinary,pytest,8/18/2023
python-telegram-bot,python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,24869,4971,2095,1727,We have made you a wrapper you can't refuse,minecraft_ext_env.py,requests,DataMustOpenInBinary,pytest,7/7/2015
xonsh,xonsh,https://github.com/xonsh/xonsh,8027,615,2527,2670,:shell: Python-powered  cross-platform  Unix-gazing shell.,inference.py,pydocs,ArgParse_Parent|Console_CloseReader|Console_CloseErrorWriter,pytest,1/21/2015
OpenDevin,OpenDevin,https://github.com/OpenDevin/OpenDevin,23911,2619,788,750,🐚 OpenDevin: Code Less  Make More,parse_profiling.py,pydocs,Console_CloseReader,pytest,3/13/2024
Zulko,moviepy,https://github.com/Zulko/moviepy,11817,1456,1450,669,Video editing with Python,file_util.py,pydocs,Console_CloseErrorWriter|Console_CloseReader,pytest,8/12/2013
keon,algorithms,https://github.com/keon/algorithms,23587,4266,161,758,Minimal examples of data structures and algorithms in Python,listutils.py,pydocs,Arrays_Comparable,pytest,11/17/2016
PaddlePaddle,PaddleNLP,https://github.com/PaddlePaddle/PaddleNLP,11453,2782,3404,4871,👑 Easy-to-use and powerful NLP and LLM library with 🤗 Awesome model zoo  supporting wide-range of NLP tasks from research to industrial applications  including 🗂Text Classification   🔍 Neural Search  ❓ Question Answering  ℹ️ Information Extraction  📄 Document Intelligence  💌 Sentiment Analysis etc.,transformer_web_client.py,requests|pydocs,DataMustOpenInBinary|ArgParse_Parent,pytest,2/5/2021
Komodo,KomodoEdit,https://github.com/Komodo/KomodoEdit,2140,296,3761,202,Komodo Edit is a fast and free multi-language code editor. Written in JS  Python  C++ and based on the Mozilla platform.,saas_server_demo.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter|Arrays_Comparable|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,7/31/2013
plotly,dash,https://github.com/plotly/dash,20541,1950,1688,1061,Data Apps & Dashboards for Python. No JavaScript Required.,android_tracer.py,pydocs,ArgParse_Parent,pytest,4/10/2015
pyg-team,pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,20178,3449,3416,2978,Graph Neural Network Library for PyTorch,index_data.py,pydocs,Arrays_Comparable,pytest,10/6/2017
saleor,saleor,https://github.com/saleor/saleor,20126,5190,4280,10296,Saleor Core: the high performance  composable  headless commerce API.,data_utils.py,pydocs,Arrays_Comparable,pytest,2/12/2013
jina-ai,jina,https://github.com/jina-ai/jina,20092,2165,1936,4172,☁️ Build multimodal AI applications with cloud-native stack,testutil.py,requests,DataMustOpenInBinary,pytest,2/13/2020
ArduPilot,ardupilot,https://github.com/ArduPilot/ardupilot,9901,15555,6855,20118,ArduPlane  ArduCopter  ArduRover  ArduSub source,make_thumbs.py,pydocs,ArgParse_Parent|Console_CloseReader,pytest,1/9/2013
semgrep,semgrep,https://github.com/semgrep/semgrep,9755,551,2865,7260,Lightweight static analysis for many languages. Find bug variants with patterns that look like source code.,history.py,pydocs|requests,Arrays_Comparable|DataMustOpenInBinary,pytest,12/13/2019
guardicore,monkey,https://github.com/guardicore/monkey,6491,739,1494,2665,Infection Monkey - An open-source adversary emulation platform,enh_inference.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,8/30/2015
zephyrproject-rtos,zephyr,https://github.com/zephyrproject-rtos/zephyr,9668,5621,21003,49667,Primary Git Repository for the Zephyr Project. Zephyr is a new generation  scalable  optimized  secure RTOS for multiple hardware architectures.,third_party_libraries_cves_scanner.py,pydocs,ArgParse_Parent|Arrays_Comparable,pytest,5/26/2016
qutebrowser,qutebrowser,https://github.com/qutebrowser/qutebrowser,9359,990,5451,2193,A keyboard-driven  vim-like browser based on Python and Qt.,hadoop.py,pydocs,Console_CloseErrorWriter|faulthandler_disableBeforeClose,pytest,6/26/2014
OpenMined,PySyft,https://github.com/OpenMined/PySyft,9266,1942,3382,5307,Perform data science on data that remains in someone else's server,grampsapp.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,7/18/2017
huggingface,datasets,https://github.com/huggingface/datasets,18445,2463,2744,3984,🤗 The largest hub of ready-to-use datasets for ML models with fast  easy-to-use and efficient data manipulation tools,evaluate.py,pydocs,Arrays_Comparable,pytest,3/26/2020
onnx,onnx,https://github.com/onnx/onnx,16894,3542,2699,3212,Open standard for machine learning interoperability,maxent.py,pydocs,Arrays_Comparable,pytest,9/7/2017
swagger-api,swagger-codegen,https://github.com/swagger-api/swagger-codegen,16563,5787,6486,5573,swagger-codegen contains a template-driven engine to generate documentation  API clients and server stubs in different languages by parsing your OpenAPI / Swagger definition.,exp.py,requests,DataMustOpenInBinary,pytest,7/6/2011
Supervisor,supervisor,https://github.com/Supervisor/supervisor,8236,1160,1155,482,Supervisor process control system for Unix (supervisord),faulthandler.py,pydocs,Console_CloseErrorWriter|Console_CloseReader,pytest,12/8/2010
cool-RR,PySnooper,https://github.com/cool-RR/PySnooper,16265,944,133,118,Never use print for debugging again,app_orm.py,pydocs,Arrays_Comparable,pytest,4/18/2019
ipython,ipython,https://github.com/ipython/ipython,16143,4294,7303,7059,Official repository for IPython itself. Other repos in the IPython organization contain things like the website  documentation builds  etc.,codecs.py,pydocs,Console_CloseReader,pytest,5/10/2010
spyder-ide,spyder,https://github.com/spyder-ide/spyder,8055,1546,17815,4072,Official repository for Spyder - The Scientific Python Development Environment,bpflist.py,pydocs,ArgParse_Parent|faulthandler_disableBeforeClose,pytest,2/16/2015
ravynsoft,ravynos,https://github.com/ravynsoft/ravynos,5366,178,271,76,A BSD-based OS project that aims to provide source and binary compatibility with macOS® and a similar user experience.,forkserver.py,pydocs,Console_CloseErrorWriter|Console_CloseReader|faulthandler_tracetrackDumpBeforeClose,pytest,1/31/2021
OctoPrint,OctoPrint,https://github.com/OctoPrint/OctoPrint,8035,1615,3948,1034,OctoPrint is the snappy web interface for your 3D printer!,run_exp.py,pydocs,Console_CloseErrorWriter|Console_CloseWriter,pytest,12/31/2012
espnet,espnet,https://github.com/espnet/espnet,7907,1980,2306,3280,End-to-End Speech Processing Toolkit,fuse_results.py,pydocs,ArgParse_Parent|Console_CloseErrorWriter,pytest,12/13/2017
plotly,plotly.py,https://github.com/plotly/plotly.py,15320,2449,2844,1634,The interactive graphing library for Python :sparkles: This project now includes Plotly Express!,event_download.py,pydocs,Console_CloseErrorWriter,pytest,11/21/2013
piskvorky,gensim,https://github.com/piskvorky/gensim,15267,4160,1834,1691,Topic Modelling for Humans,demo_utils.py,pydocs,Arrays_Comparable,pytest,2/10/2011
pallets,click,https://github.com/pallets/click,15060,1340,1543,1100,Python composable command line interface toolkit,workstations.py,pydocs,Console_CloseReader,pytest,4/24/2014
spotDL,spotify-downloader,https://github.com/spotDL/spotify-downloader,15030,1383,1408,646,Download your Spotify playlists and songs along with album art and metadata (from YouTube if a match is found).,eventlog.py,pydocs,Arrays_Comparable,pytest,7/6/2016
o3de,o3de,https://github.com/o3de/o3de,7380,2116,7392,10038,Open 3D Engine (O3DE) is an Apache 2.0-licensed multi-platform 3D engine that enables developers and content creators to build AAA games  cinema-quality 3D worlds  and high-fidelity simulations without any fees or commercial obligations.,openvoice_app.py,pydocs|requests,ArgParse_Parent|DataMustOpenInBinary,pytest,4/5/2021
pyqtgraph,pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,3687,1046,1237,1633,Fast data visualization and GUI tools for scientific / engineering applications,graph_saint_KGTOSA.py,pydocs,faulthandler_disableBeforeClose|Console_CloseErrorWriter|Console_CloseReader|Console_CloseWriter,pytest,9/12/2013
PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,14723,1456,4929,7727,Prefect is a workflow orchestration tool empowering developers to build  observe  and react to data pipelines,processutils.py,pydocs,Console_CloseReader,pytest,6/29/2018
fabric,fabric,https://github.com/fabric/fabric,14616,1739,1743,554,Simple  Pythonic remote execution and deployment.,runners.py,pydocs,Console_CloseReader,pytest,5/1/2009
TransformerOptimus,SuperAGI,https://github.com/TransformerOptimus/SuperAGI,14520,1704,399,955,<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build  manage & run useful autonomous agents quickly and reliably.,notify.py,requests,DataMustOpenInBinary,pytest,5/13/2023
spesmilo,electrum,https://github.com/spesmilo/electrum,7137,2054,6573,2246,Electrum Bitcoin Wallet,message.py,pydocs,Arrays_Comparable|Console_CloseErrorWriter,pytest,8/2/2012
networkx,networkx,https://github.com/networkx/networkx,14211,3061,3156,3755,Network Analysis in Python,isomorph.py,pydocs,Arrays_Comparable,pytest,9/6/2010
